Date,CO(Carbon Monoxide in mg / m3),CO
1/16/2019,0.98,0.855444484112817
1/17/2019,1.09,0.951463762941807
1/18/2019,1.02,0.890360585505177
1/19/2019,0.94,0.820528382720457
1/20/2019,0.79,0.689593002499107
1/21/2019,0.92,0.803070332024277
1/22/2019,1.06,0.925276686897537
1/23/2019,1.04,0.907818636201357
1/24/2019,0.87,0.759425205283827
1/25/2019,0.84,0.733238129239557
1/26/2019,0.87,0.759425205283827
1/27/2019,0.8,0.698322027847197
1/28/2019,0.73,0.637218850410568
1/29/2019,0.88,0.768154230631917
1/30/2019,1.01,0.881631560157087
1/31/2019,0.88,0.768154230631917
2/1/2019,0.87,0.759425205283827
2/2/2019,0.82,0.715780078543377
2/3/2019,0.8,0.698322027847197
2/4/2019,0.82,0.715780078543377
2/5/2019,0.86,0.750696179935737
2/6/2019,0.88,0.768154230631917
2/7/2019,0.94,0.820528382720457
2/8/2019,0.85,0.741967154587647
2/9/2019,1.25,1.09112816851125
2/10/2019,0.96,0.837986433416637
2/11/2019,0.81,0.707051053195287
2/12/2019,0.82,0.715780078543377
2/13/2019,0.9,0.785612281328097
2/14/2019,0.71,0.619760799714388
2/15/2019,0.87,0.759425205283827
2/16/2019,1.05,0.916547661549447
2/17/2019,0.99,0.864173509460907
2/18/2019,1.23,1.07367011781507
2/19/2019,0.95,0.829257408068547
2/20/2019,0.85,0.741967154587647
2/21/2019,0.96,0.837986433416637
2/22/2019,0.96,0.837986433416637
2/23/2019,1.03,0.899089610853267
2/24/2019,0.94,0.820528382720457
2/25/2019,1,0.872902534808997
2/26/2019,0.99,0.864173509460907
2/27/2019,0.93,0.811799357372367
2/28/2019,0.94,0.820528382720457
3/1/2019,1.05,0.916547661549447
3/2/2019,0.83,0.724509103891467
3/3/2019,0.86,0.750696179935737
3/4/2019,0.8,0.698322027847197
3/5/2019,1.11,0.968921813637987
3/6/2019,1.13,0.986379864334166
3/7/2019,1.44,1.25697965012496
3/8/2019,1.32,1.15223134594788
3/9/2019,1.01,0.881631560157087
3/10/2019,0.81,0.707051053195287
3/11/2019,0.75,0.654676901106748
3/12/2019,0.8,0.698322027847197
3/13/2019,0.89,0.776883255980007
3/14/2019,0.73,0.637218850410568
3/15/2019,0.89,0.776883255980007
3/16/2019,0.94,0.820528382720457
3/17/2019,0.87,0.759425205283827
3/18/2019,0.8,0.698322027847197
3/19/2019,0.82,0.715780078543377
3/20/2019,0.73,0.637218850410568
3/21/2019,0.87,0.759425205283827
3/22/2019,0.94,0.820528382720457
3/23/2019,0.97,0.846715458764727
3/24/2019,0.84,0.733238129239557
3/25/2019,0.84,0.733238129239557
3/26/2019,0.93,0.811799357372367
3/27/2019,1.08,0.942734737593717
3/28/2019,1.17,1.02129596572653
3/29/2019,1.14,0.995108889682256
3/30/2019,1.15,1.00383791503035
3/31/2019,0.9,0.785612281328097
4/1/2019,1.01,0.881631560157087
4/2/2019,1.03,0.899089610853267
4/3/2019,0.94,0.820528382720457
4/4/2019,0.94,0.820528382720457
4/5/2019,1.07,0.934005712245627
4/6/2019,0.95,0.829257408068547
4/7/2019,0.98,0.855444484112817
4/8/2019,0.95,0.829257408068547
4/9/2019,1.09,0.951463762941807
4/10/2019,1.13,0.986379864334166
4/11/2019,0.89,0.776883255980007
4/12/2019,0.95,0.829257408068547
4/13/2019,0.92,0.803070332024277
4/14/2019,0.78,0.680863977151018
4/15/2019,1.04,0.907818636201357
4/16/2019,0.99,0.864173509460907
4/17/2019,1.16,1.01256694037844
4/18/2019,1.09,0.951463762941807
4/19/2019,0.9,0.785612281328097
4/20/2019,1.02,0.890360585505177
4/21/2019,1.04,0.907818636201357
4/22/2019,1.1,0.960192788289897
4/23/2019,1.31,1.14350232059979
4/24/2019,1.22,1.06494109246698
4/25/2019,1.19,1.03875401642271
4/26/2019,1.08,0.942734737593717
4/27/2019,0.84,0.733238129239557
4/28/2019,1,0.872902534808997
4/29/2019,0.95,0.829257408068547
4/30/2019,0.92,0.803070332024277
5/1/2019,0.99,0.864173509460907
5/2/2019,0.86,0.750696179935737
5/3/2019,0.74,0.645947875758658
5/4/2019,0.85,0.741967154587647
5/5/2019,0.8,0.698322027847197
5/6/2019,0.8,0.698322027847197
5/7/2019,0.86,0.750696179935737
5/8/2019,0.88,0.768154230631917
5/9/2019,1.36,1.18714744734024
5/10/2019,0.94,0.820528382720457
5/11/2019,0.97,0.846715458764727
5/12/2019,1.06,0.925276686897537
5/13/2019,0.91,0.794341306676187
5/14/2019,0.92,0.803070332024277
5/15/2019,1.01,0.881631560157087
5/16/2019,1.23,1.07367011781507
5/17/2019,1.19,1.03875401642271
5/18/2019,1.19,1.03875401642271
5/19/2019,0.97,0.846715458764727
5/20/2019,1.06,0.925276686897537
5/21/2019,0.88,0.768154230631917
5/22/2019,1.11,0.968921813637987
5/23/2019,1.04,0.907818636201357
5/24/2019,0.89,0.776883255980007
5/25/2019,0.79,0.689593002499107
5/26/2019,0.69,0.602302749018208
5/27/2019,0.94,0.820528382720457
5/28/2019,0.92,0.803070332024277
5/29/2019,0.75,0.654676901106748
5/30/2019,0.79,0.689593002499107
5/31/2019,0.82,0.715780078543377
6/1/2019,1.04,0.907818636201357
6/2/2019,0.85,0.741967154587647
6/3/2019,0.9,0.785612281328097
6/4/2019,0.79,0.689593002499107
6/5/2019,0.75,0.654676901106748
6/6/2019,1.02,0.890360585505177
6/7/2019,0.92,0.803070332024277
6/8/2019,0.81,0.707051053195287
6/9/2019,0.66,0.576115672973938
6/10/2019,0.62,0.541199571581578
6/11/2019,0.72,0.628489825062478
6/12/2019,0.61,0.532470546233488
6/13/2019,0.66,0.576115672973938
6/14/2019,0.64,0.558657622277758
6/15/2019,0.68,0.593573723670118
6/16/2019,0.62,0.541199571581578
6/17/2019,0.7,0.611031774366298
6/18/2019,0.7,0.611031774366298
6/19/2019,0.78,0.680863977151018
6/20/2019,0.65,0.567386647625848
6/21/2019,0.74,0.645947875758658
6/22/2019,0.69,0.602302749018208
6/23/2019,0.67,0.584844698322028
6/24/2019,0.71,0.619760799714388
6/25/2019,0.76,0.663405926454838
6/26/2019,0.76,0.663405926454838
6/27/2019,0.72,0.628489825062478
6/28/2019,0.68,0.593573723670118
6/29/2019,0.72,0.628489825062478
6/30/2019,0.63,0.549928596929668
7/1/2019,0.71,0.619760799714388
7/2/2019,0.73,0.637218850410568
7/3/2019,0.7,0.611031774366298
7/4/2019,0.79,0.689593002499107
7/5/2019,0.7,0.611031774366298
7/6/2019,0.76,0.663405926454838
7/7/2019,0.75,0.654676901106748
7/8/2019,0.76,0.663405926454838
7/9/2019,0.86,0.750696179935737
7/10/2019,0.78,0.680863977151018
7/11/2019,0.84,0.733238129239557
7/12/2019,0.79,0.689593002499107
7/13/2019,0.75,0.654676901106748
7/14/2019,0.74,0.645947875758658
7/15/2019,0.8,0.698322027847197
7/16/2019,0.8,0.698322027847197
7/17/2019,0.82,0.715780078543377
7/18/2019,0.85,0.741967154587647
7/19/2019,0.67,0.584844698322028
7/20/2019,0.63,0.549928596929668
7/21/2019,0.67,0.584844698322028
7/22/2019,0.69,0.602302749018208
7/23/2019,0.75,0.654676901106748
7/24/2019,0.67,0.584844698322028
7/25/2019,0.77,0.672134951802928
7/26/2019,0.73,0.637218850410568
7/27/2019,0.64,0.558657622277758
7/28/2019,0.71,0.619760799714388
7/29/2019,0.68,0.593573723670118
7/30/2019,0.72,0.628489825062478
7/31/2019,0.66,0.576115672973938
8/1/2019,0.69,0.602302749018208
8/2/2019,0.75,0.654676901106748
8/3/2019,0.65,0.567386647625848
8/4/2019,0.69,0.602302749018208
8/5/2019,0.65,0.567386647625848
8/6/2019,0.71,0.619760799714388
8/7/2019,0.78,0.680863977151018
8/8/2019,0.67,0.584844698322028
8/9/2019,0.71,0.619760799714388
8/10/2019,0.72,0.628489825062478
8/11/2019,0.61,0.532470546233488
8/12/2019,0.78,0.680863977151018
8/13/2019,0.93,0.811799357372367
8/14/2019,0.81,0.707051053195287
8/15/2019,0.69,0.602302749018208
8/16/2019,0.76,0.663405926454838
8/17/2019,0.9,0.785612281328097
8/18/2019,0.85,0.741967154587647
8/19/2019,0.88,0.768154230631917
8/20/2019,0.98,0.855444484112817
8/21/2019,1.06,0.925276686897537
8/22/2019,0.83,0.724509103891467
8/23/2019,0.85,0.741967154587647
8/24/2019,0.77,0.672134951802928
8/25/2019,0.58,0.506283470189218
8/26/2019,0.72,0.628489825062478
8/27/2019,0.71,0.619760799714388
8/28/2019,0.63,0.549928596929668
8/29/2019,0.64,0.558657622277758
8/30/2019,0.71,0.619760799714388
8/31/2019,0.79,0.689593002499107
9/1/2019,0.67,0.584844698322028
9/2/2019,0.64,0.558657622277758
9/3/2019,0.73,0.637218850410568
9/4/2019,0.72,0.628489825062478
9/5/2019,0.79,0.689593002499107
9/6/2019,0.88,0.768154230631917
9/7/2019,0.79,0.689593002499107
9/8/2019,0.79,0.689593002499107
9/9/2019,0.78,0.680863977151018
9/10/2019,0.73,0.637218850410568
9/11/2019,0.72,0.628489825062478
9/12/2019,0.8,0.698322027847197
9/13/2019,0.86,0.750696179935737
9/14/2019,0.76,0.663405926454838
9/15/2019,0.78,0.680863977151018
9/16/2019,0.82,0.715780078543377
9/17/2019,1,0.872902534808997
9/18/2019,0.95,0.829257408068547
9/19/2019,0.85,0.741967154587647
9/20/2019,0.82,0.715780078543377
9/21/2019,0.92,0.803070332024277
9/22/2019,1.01,0.881631560157087
9/23/2019,1.2,1.0474830417708
9/24/2019,1.15,1.00383791503035
9/25/2019,0.85,0.741967154587647
9/26/2019,0.83,0.724509103891467
9/27/2019,1.04,0.907818636201357
9/28/2019,0.98,0.855444484112817
9/29/2019,0.79,0.689593002499107
9/30/2019,0.81,0.707051053195287
10/1/2019,1.01,0.881631560157087
10/2/2019,0.94,0.820528382720457
10/3/2019,1.01,0.881631560157087
10/4/2019,1.1,0.960192788289897
10/5/2019,1.13,0.986379864334166
10/6/2019,0.92,0.803070332024277
10/7/2019,1.14,0.995108889682256
10/8/2019,0.71,0.619760799714388
10/9/2019,0.95,0.829257408068547
10/10/2019,0.87,0.759425205283827
10/11/2019,0.83,0.724509103891467
10/12/2019,0.83,0.724509103891467
10/13/2019,0.79,0.689593002499107
10/14/2019,0.85,0.741967154587647
10/15/2019,0.83,0.724509103891467
10/16/2019,0.72,0.628489825062478
10/17/2019,0.85,0.741967154587647
10/18/2019,0.71,0.619760799714388
10/19/2019,0.72,0.628489825062478
10/20/2019,0.52,0.453909318100678
10/21/2019,0.85,0.741967154587647
10/22/2019,0.83,0.724509103891467
10/23/2019,0.83,0.724509103891467
10/24/2019,0.76,0.663405926454838
10/25/2019,0.83,0.724509103891467
10/26/2019,0.74,0.645947875758658
10/27/2019,1.01,0.881631560157087
10/28/2019,1.04,0.907818636201357
10/29/2019,0.97,0.846715458764727
10/30/2019,0.98,0.855444484112817
10/31/2019,0.87,0.759425205283827
11/1/2019,0.9,0.785612281328097
11/2/2019,1.08,0.942734737593717
11/3/2019,0.99,0.864173509460907
11/4/2019,1.26,1.09985719385934
11/5/2019,1.48,1.29189575151732
11/6/2019,1.36,1.18714744734024
11/7/2019,1.38,1.20460549803642
11/8/2019,1.29,1.12604426990361
11/9/2019,1.07,0.934005712245627
11/10/2019,1,0.872902534808997
11/11/2019,0.96,0.837986433416637
11/12/2019,1,0.872902534808997
11/13/2019,0.93,0.811799357372367
11/14/2019,0.92,0.803070332024277
11/15/2019,1.1,0.960192788289897
11/16/2019,1.01,0.881631560157087
11/17/2019,0.84,0.733238129239557
11/18/2019,1.01,0.881631560157087
11/19/2019,0.96,0.837986433416637
11/20/2019,1.05,0.916547661549447
11/21/2019,1.19,1.03875401642271
11/22/2019,1.06,0.925276686897537
11/23/2019,1.01,0.881631560157087
11/24/2019,0.9,0.785612281328097
11/25/2019,1.17,1.02129596572653
11/26/2019,1,0.872902534808997
11/27/2019,1.22,1.06494109246698
11/28/2019,1.04,0.907818636201357
11/29/2019,1,0.872902534808997
11/30/2019,1.03,0.899089610853267
12/1/2019,0.93,0.811799357372367
12/2/2019,0.94,0.820528382720457
12/3/2019,1.11,0.968921813637987
12/4/2019,0.96,0.837986433416637
12/5/2019,0.94,0.820528382720457
12/6/2019,0.94,0.820528382720457
12/7/2019,1.05,0.916547661549447
12/8/2019,0.95,0.829257408068547
12/9/2019,1.03,0.899089610853267
12/10/2019,1.02,0.890360585505177
12/11/2019,0.84,0.733238129239557
12/12/2019,0.91,0.794341306676187
12/13/2019,0.94,0.820528382720457
12/14/2019,0.97,0.846715458764727
12/15/2019,0.78,0.680863977151018
12/16/2019,0.91,0.794341306676187
12/17/2019,1.05,0.916547661549447
12/18/2019,1.13,0.986379864334166
12/19/2019,1.16,1.01256694037844
12/20/2019,1.19,1.03875401642271
12/21/2019,0.98,0.855444484112817
12/22/2019,0.91,0.794341306676187
12/23/2019,1,0.872902534808997
12/24/2019,1.13,0.986379864334166
12/25/2019,1.03,0.899089610853267
12/26/2019,1.03,0.899089610853267
12/27/2019,1.09,0.951463762941807
12/28/2019,0.97,0.846715458764727
12/29/2019,0.92,0.803070332024277
12/30/2019,1.03,0.899089610853267
12/31/2019,1.06,0.925276686897537
1/1/2020,1.07,0.934005712245627
1/2/2020,1.16,1.01256694037844
1/3/2020,0.99,0.864173509460907
1/4/2020,1.39,1.21333452338451
1/5/2020,1.01,0.881631560157087
1/6/2020,1.09,0.951463762941807
1/7/2020,1.06,0.925276686897537
1/8/2020,1.03,0.899089610853267
1/9/2020,1.09,0.951463762941807
1/10/2020,1.05,0.916547661549447
1/11/2020,0.89,0.776883255980007
1/12/2020,0.97,0.846715458764727
1/13/2020,1.11,0.968921813637987
1/14/2020,1.08,0.942734737593717
1/15/2020,0.93,0.811799357372367
1/16/2020,1.2,1.0474830417708
1/17/2020,1.27,1.10858621920743
1/18/2020,0.95,0.829257408068547
1/19/2020,0.96,0.837986433416637
1/20/2020,1.07,0.934005712245627
1/21/2020,1.1,0.960192788289897
1/22/2020,1.23,1.07367011781507
1/23/2020,1.1,0.960192788289897
1/24/2020,1.22,1.06494109246698
1/25/2020,1.23,1.07367011781507
1/26/2020,1.1,0.960192788289897
1/27/2020,1.24,1.08239914316316
1/28/2020,1.17,1.02129596572653
1/29/2020,0.99,0.864173509460907
1/30/2020,1.19,1.03875401642271
1/31/2020,1.05,0.916547661549447
2/1/2020,1.03,0.899089610853267
2/2/2020,0.81,0.707051053195287
2/3/2020,0.96,0.837986433416637
2/4/2020,1,0.872902534808997
2/5/2020,1.16,1.01256694037844
2/6/2020,1.11,0.968921813637987
2/7/2020,1.06,0.925276686897537
2/8/2020,0.95,0.829257408068547
2/9/2020,1.06,0.925276686897537
2/10/2020,1.09,0.951463762941807
2/11/2020,1.07,0.934005712245627
2/12/2020,0.93,0.811799357372367
2/13/2020,1.06,0.925276686897537
2/14/2020,1.29,1.12604426990361
2/15/2020,1.24,1.08239914316316
2/16/2020,0.99,0.864173509460907
2/17/2020,1.15,1.00383791503035
2/18/2020,1.07,0.934005712245627
2/19/2020,1.28,1.11731524455552
2/20/2020,1.06,0.925276686897537
2/21/2020,1,0.872902534808997
2/22/2020,0.98,0.855444484112817
2/23/2020,1.09,0.951463762941807
2/24/2020,1.01,0.881631560157087
2/25/2020,1.28,1.11731524455552
2/26/2020,0.97,0.846715458764727
2/27/2020,1.16,1.01256694037844
2/28/2020,1.06,0.925276686897537
2/29/2020,1.01,0.881631560157087
3/1/2020,0.98,0.855444484112817
3/2/2020,1.18,1.03002499107462
3/3/2020,1.27,1.10858621920743
3/4/2020,1.22,1.06494109246698
3/5/2020,1.04,0.907818636201357
3/6/2020,0.94,0.820528382720457
3/7/2020,0.98,0.855444484112817
3/8/2020,0.88,0.768154230631917
3/9/2020,0.99,0.864173509460907
3/10/2020,0.94,0.820528382720457
3/11/2020,0.96,0.837986433416637
3/12/2020,1.05,0.916547661549447
3/13/2020,0.93,0.811799357372367
3/14/2020,0.91,0.794341306676187
3/15/2020,0.92,0.803070332024277
3/16/2020,0.84,0.733238129239557
3/17/2020,0.86,0.750696179935737
3/18/2020,0.9,0.785612281328097
3/19/2020,0.93,0.811799357372367
3/20/2020,0.98,0.855444484112817
3/21/2020,1.06,0.925276686897537
3/22/2020,0.82,0.715780078543377
3/23/2020,1.05,0.916547661549447
3/24/2020,0.86,0.750696179935737
3/25/2020,0.76,0.663405926454838
3/26/2020,0.7,0.611031774366298
3/27/2020,0.85,0.741967154587647
3/28/2020,0.85,0.741967154587647
3/29/2020,0.85,0.741967154587647
3/30/2020,0.91,0.794341306676187
3/31/2020,0.83,0.724509103891467
4/1/2020,0.76,0.663405926454838
4/2/2020,0.86,0.750696179935737
4/3/2020,0.77,0.672134951802928
4/4/2020,0.72,0.628489825062478
4/5/2020,0.8,0.698322027847197
4/6/2020,0.71,0.619760799714388
4/7/2020,0.71,0.619760799714388
4/8/2020,0.72,0.628489825062478
4/9/2020,0.73,0.637218850410568
4/10/2020,0.67,0.584844698322028
4/11/2020,0.79,0.689593002499107
4/12/2020,0.72,0.628489825062478
4/13/2020,0.71,0.619760799714388
4/14/2020,0.69,0.602302749018208
4/15/2020,0.67,0.584844698322028
4/16/2020,0.73,0.637218850410568
4/17/2020,0.65,0.567386647625848
4/18/2020,0.72,0.628489825062478
4/19/2020,0.61,0.532470546233488
4/20/2020,0.55,0.480096394144948
4/21/2020,0.78,0.680863977151018
4/22/2020,0.68,0.593573723670118
4/23/2020,0.67,0.584844698322028
4/24/2020,0.75,0.654676901106748
4/25/2020,0.69,0.602302749018208
4/26/2020,0.82,0.715780078543377
4/27/2020,0.76,0.663405926454838
4/28/2020,0.79,0.689593002499107
4/29/2020,0.74,0.645947875758658
4/30/2020,0.75,0.654676901106748
5/1/2020,0.67,0.584844698322028
5/2/2020,0.8,0.698322027847197
5/3/2020,0.82,0.715780078543377
5/4/2020,0.86,0.750696179935737
5/5/2020,0.82,0.715780078543377
5/6/2020,0.93,0.811799357372367
5/7/2020,0.88,0.768154230631917
5/8/2020,0.77,0.672134951802928
5/9/2020,0.77,0.672134951802928
5/10/2020,0.77,0.672134951802928
5/11/2020,0.81,0.707051053195287
5/12/2020,0.73,0.637218850410568
5/13/2020,0.8,0.698322027847197
5/14/2020,0.74,0.645947875758658
5/15/2020,0.87,0.759425205283827
5/16/2020,0.96,0.837986433416637
5/17/2020,0.72,0.628489825062478
5/18/2020,0.85,0.741967154587647
5/19/2020,0.73,0.637218850410568
5/20/2020,0.72,0.628489825062478
5/21/2020,0.74,0.645947875758658
5/22/2020,0.79,0.689593002499107
5/23/2020,0.72,0.628489825062478
5/24/2020,0.59,0.515012495537308
5/25/2020,0.7,0.611031774366298
5/26/2020,0.76,0.663405926454838
5/27/2020,0.92,0.803070332024277
5/28/2020,0.66,0.576115672973938
5/29/2020,0.7,0.611031774366298
5/30/2020,0.74,0.645947875758658
5/31/2020,0.84,0.733238129239557
6/1/2020,0.6,0.523741520885398
6/2/2020,0.57,0.497554444841128
6/3/2020,0.6,0.523741520885398
6/4/2020,0.62,0.541199571581578
6/5/2020,0.66,0.576115672973938
6/6/2020,0.6,0.523741520885398
6/7/2020,0.57,0.497554444841128
6/8/2020,0.65,0.567386647625848
6/9/2020,0.62,0.541199571581578
6/10/2020,0.66,0.576115672973938
6/11/2020,0.67,0.584844698322028
6/12/2020,0.64,0.558657622277758
6/13/2020,0.72,0.628489825062478
6/14/2020,0.56,0.488825419493038
6/15/2020,0.62,0.541199571581578
6/16/2020,0.6,0.523741520885398
6/17/2020,0.65,0.567386647625848
6/18/2020,0.73,0.637218850410568
6/19/2020,0.66,0.576115672973938
6/20/2020,0.66,0.576115672973938
6/21/2020,0.54,0.471367368796858
6/22/2020,0.62,0.541199571581578
6/23/2020,0.62,0.541199571581578
6/24/2020,0.61,0.532470546233488
6/25/2020,0.74,0.645947875758658
6/26/2020,0.61,0.532470546233488
6/27/2020,0.67,0.584844698322028
6/28/2020,0.66,0.576115672973938
6/29/2020,0.56,0.488825419493038
6/30/2020,0.56,0.488825419493038
7/1/2020,0.54,0.471367368796858
