Date,CO(Carbon Monoxide in mg / m3),CO
1/8/2017,0.67,0.584844698322028
1/9/2017,0.86,0.750696179935737
1/10/2017,0.61,0.532470546233488
1/11/2017,1.02,0.890360585505177
1/12/2017,0.68,0.593573723670118
1/13/2017,0.55,0.480096394144948
1/14/2017,0,0
1/15/2017,0,0
1/16/2017,0.53,0.462638343448768
1/17/2017,1.3,1.1347732952517
1/18/2017,0.67,0.584844698322028
1/19/2017,1.03,0.899089610853267
1/20/2017,0.6,0.523741520885398
1/21/2017,0.61,0.532470546233488
1/22/2017,0.58,0.506283470189218
1/23/2017,0.71,0.619760799714388
1/24/2017,5.28,4.6089253837915
1/25/2017,6.42,5.60403427347376
1/26/2017,7.32,6.38964655480186
1/27/2017,8.19,7.14907176008568
1/28/2017,7.67,6.69516244198501
1/29/2017,6.65,5.80480185647983
1/30/2017,7.54,6.58168511245984
1/31/2017,1.55,1.35299892895395
2/1/2017,1.87,1.63232774009282
2/2/2017,6.34,5.53420207068904
2/3/2017,15.93,13.9053373795073
2/4/2017,14.89,12.997518743306
2/5/2017,11.68,10.1955016065691
2/6/2017,15.22,13.2855765797929
2/7/2017,12.47,10.8850946090682
2/8/2017,9.04,7.89103891467333
2/9/2017,0.58,0.506283470189218
2/10/2017,0.66,0.576115672973938
2/11/2017,1.01,0.881631560157087
2/12/2017,0.68,0.593573723670118
2/13/2017,0.5,0.436451267404498
2/14/2017,0.87,0.759425205283827
2/15/2017,1.08,0.942734737593717
2/16/2017,1.25,1.09112816851125
2/17/2017,1.4,1.2220635487326
2/18/2017,1.08,0.942734737593717
2/19/2017,1.13,0.986379864334166
2/20/2017,1.14,0.995108889682256
2/21/2017,0.86,0.750696179935737
2/22/2017,1.11,0.968921813637987
2/23/2017,0.38,0.331702963227419
2/24/2017,0.4,0.349161013923599
2/25/2017,0.34,0.296786861835059
2/26/2017,0.39,0.340431988575509
2/27/2017,0.46,0.401535166012139
2/28/2017,0.46,0.401535166012139
3/1/2017,0.36,0.314244912531239
3/2/2017,0.38,0.331702963227419
3/3/2017,1.01,0.881631560157087
3/4/2017,0.53,0.462638343448768
3/5/2017,0.39,0.340431988575509
3/6/2017,0.35,0.305515887183149
3/7/2017,0.35,0.305515887183149
3/8/2017,0.79,0.689593002499107
3/9/2017,0.35,0.305515887183149
3/10/2017,0.21,0.183309532309889
3/11/2017,0.22,0.192038557657979
3/12/2017,0.13,0.11347732952517
3/13/2017,0.26,0.226954659050339
3/14/2017,0.46,0.401535166012139
3/15/2017,0.28,0.244412709746519
3/16/2017,0.21,0.183309532309889
3/17/2017,0.16,0.13966440556944
3/18/2017,0.78,0.680863977151018
3/19/2017,0.2,0.174580506961799
3/20/2017,0.3,0.261870760442699
3/21/2017,0.48,0.418993216708318
3/22/2017,0.55,0.480096394144948
3/23/2017,0.68,0.593573723670118
3/24/2017,0.48,0.418993216708318
3/25/2017,0.56,0.488825419493038
3/26/2017,0.3,0.261870760442699
3/27/2017,0.13,0.11347732952517
3/28/2017,0.25,0.218225633702249
3/29/2017,0.32,0.279328811138879
3/30/2017,0.14,0.12220635487326
3/31/2017,0.26,0.226954659050339
4/1/2017,0.51,0.445180292752588
4/2/2017,0.48,0.418993216708318
4/3/2017,0.68,0.593573723670118
4/4/2017,0.54,0.471367368796858
4/5/2017,0.44,0.384077115315959
4/6/2017,0.33,0.288057836486969
4/7/2017,0.46,0.401535166012139
4/8/2017,0.68,0.593573723670118
4/9/2017,0.48,0.418993216708318
4/10/2017,0.74,0.645947875758658
4/11/2017,0.44,0.384077115315959
4/12/2017,0.61,0.532470546233488
4/13/2017,0.56,0.488825419493038
4/14/2017,0.55,0.480096394144948
4/15/2017,0.69,0.602302749018208
4/16/2017,0.44,0.384077115315959
4/17/2017,0.44,0.384077115315959
4/18/2017,0.44,0.384077115315959
4/19/2017,0.52,0.453909318100678
4/20/2017,0.43,0.375348089967869
4/21/2017,0.47,0.410264191360228
4/22/2017,0.45,0.392806140664049
4/23/2017,0.08,0.0698322027847197
4/24/2017,0,0
4/25/2017,0.19,0.165851481613709
4/26/2017,0.7,0.611031774366298
4/27/2017,0.67,0.584844698322028
4/28/2017,0.49,0.427722242056408
4/29/2017,0.44,0.384077115315959
4/30/2017,0.46,0.401535166012139
5/1/2017,0.39,0.340431988575509
5/2/2017,0.35,0.305515887183149
5/3/2017,0.48,0.418993216708318
5/4/2017,0.47,0.410264191360228
5/5/2017,0.62,0.541199571581578
5/6/2017,0.49,0.427722242056408
5/7/2017,0.4,0.349161013923599
5/8/2017,0.43,0.375348089967869
5/9/2017,0.23,0.200767583006069
5/10/2017,0.18,0.157122456265619
5/11/2017,0.42,0.366619064619779
5/12/2017,0.52,0.453909318100678
5/13/2017,0.49,0.427722242056408
5/14/2017,0.54,0.471367368796858
5/15/2017,0.52,0.453909318100678
5/16/2017,0.36,0.314244912531239
5/17/2017,0.38,0.331702963227419
5/18/2017,0.66,0.576115672973938
5/19/2017,0.56,0.488825419493038
5/20/2017,0.37,0.322973937879329
5/21/2017,0.37,0.322973937879329
5/22/2017,0.33,0.288057836486969
5/23/2017,0.41,0.357890039271689
5/24/2017,0.33,0.288057836486969
5/25/2017,0.38,0.331702963227419
5/26/2017,0.41,0.357890039271689
5/27/2017,0.42,0.366619064619779
5/28/2017,0.28,0.244412709746519
5/29/2017,0.34,0.296786861835059
5/30/2017,0.26,0.226954659050339
5/31/2017,0.17,0.148393430917529
6/1/2017,0.68,0.593573723670118
6/2/2017,0.35,0.305515887183149
6/3/2017,0.3,0.261870760442699
6/4/2017,,0
6/5/2017,0.98,0.855444484112817
6/6/2017,0.85,0.741967154587647
6/7/2017,0.53,0.462638343448768
6/8/2017,0.59,0.515012495537308
6/9/2017,0.65,0.567386647625848
6/10/2017,0.61,0.532470546233488
6/11/2017,0.54,0.471367368796858
6/12/2017,0.58,0.506283470189218
6/13/2017,0.8,0.698322027847197
6/14/2017,0.63,0.549928596929668
6/15/2017,0.87,0.759425205283827
6/16/2017,0.62,0.541199571581578
6/17/2017,0.56,0.488825419493038
6/18/2017,0.63,0.549928596929668
6/19/2017,0.58,0.506283470189218
6/20/2017,0.61,0.532470546233488
6/21/2017,0.6,0.523741520885398
6/22/2017,0.62,0.541199571581578
6/23/2017,0.58,0.506283470189218
6/24/2017,0.55,0.480096394144948
6/25/2017,0.56,0.488825419493038
6/26/2017,1.16,1.01256694037844
6/27/2017,0.83,0.724509103891467
6/28/2017,0.6,0.523741520885398
6/29/2017,0.42,0.366619064619779
6/30/2017,0.69,0.602302749018208
7/1/2017,0.67,0.584844698322028
7/2/2017,1.64,1.43156015708675
7/3/2017,0.69,0.602302749018208
7/4/2017,0.59,0.515012495537308
7/5/2017,0.62,0.541199571581578
7/6/2017,0.52,0.453909318100678
7/7/2017,0.56,0.488825419493038
7/8/2017,0.69,0.602302749018208
7/9/2017,0.6,0.523741520885398
7/10/2017,0.63,0.549928596929668
7/11/2017,0.64,0.558657622277758
7/12/2017,0.68,0.593573723670118
7/13/2017,1.53,1.33554087825777
7/14/2017,0.67,0.584844698322028
7/15/2017,0.6,0.523741520885398
7/16/2017,0.52,0.453909318100678
7/17/2017,0.58,0.506283470189218
7/18/2017,0.62,0.541199571581578
7/19/2017,0.68,0.593573723670118
7/20/2017,0.65,0.567386647625848
7/21/2017,1.12,0.977650838986076
7/22/2017,1.35,1.17841842199215
7/23/2017,1.08,0.942734737593717
7/24/2017,1.08,0.942734737593717
7/25/2017,1.4,1.2220635487326
7/26/2017,0.59,0.515012495537308
7/27/2017,0.59,0.515012495537308
7/28/2017,1.17,1.02129596572653
7/29/2017,1.07,0.934005712245627
7/30/2017,1.07,0.934005712245627
7/31/2017,0.48,0.418993216708318
8/1/2017,1.5,1.3093538022135
8/2/2017,1.77,1.54503748661192
8/3/2017,2.95,2.57506247768654
8/4/2017,0.63,0.549928596929668
8/5/2017,1.27,1.10858621920743
8/6/2017,2.44,2.12988218493395
8/7/2017,2.91,2.54014637629418
8/8/2017,2.01,1.75453409496608
8/9/2017,0.95,0.829257408068547
8/10/2017,0.61,0.532470546233488
8/11/2017,0.68,0.593573723670118
8/12/2017,0.86,0.750696179935737
8/13/2017,1.14,0.995108889682256
8/14/2017,0.96,0.837986433416637
8/15/2017,0.64,0.558657622277758
8/16/2017,1.01,0.881631560157087
8/17/2017,1.25,1.09112816851125
8/18/2017,0.61,0.532470546233488
8/19/2017,0.68,0.593573723670118
8/20/2017,1.02,0.890360585505177
8/21/2017,0.95,0.829257408068547
8/22/2017,0.89,0.776883255980007
8/23/2017,0.85,0.741967154587647
8/24/2017,0.71,0.619760799714388
8/25/2017,0.57,0.497554444841128
8/26/2017,0.97,0.846715458764727
8/27/2017,0.67,0.584844698322028
8/28/2017,0.86,0.750696179935737
8/29/2017,1.01,0.881631560157087
8/30/2017,0.85,0.741967154587647
8/31/2017,0.77,0.672134951802928
9/1/2017,1.25,1.09112816851125
9/2/2017,0.82,0.715780078543377
9/3/2017,0.68,0.593573723670118
9/4/2017,0.77,0.672134951802928
9/5/2017,1.34,1.16968939664406
9/6/2017,0.63,0.549928596929668
9/7/2017,0.7,0.611031774366298
9/8/2017,0.91,0.794341306676187
9/9/2017,0.69,0.602302749018208
9/10/2017,0.68,0.593573723670118
9/11/2017,0.73,0.637218850410568
9/12/2017,0.73,0.637218850410568
9/13/2017,0.67,0.584844698322028
9/14/2017,0.94,0.820528382720457
9/15/2017,0.58,0.506283470189218
9/16/2017,0.37,0.322973937879329
9/17/2017,0.42,0.366619064619779
9/18/2017,0.42,0.366619064619779
9/19/2017,0.42,0.366619064619779
9/20/2017,0.47,0.410264191360228
9/21/2017,0.38,0.331702963227419
9/22/2017,0.35,0.305515887183149
9/23/2017,0.4,0.349161013923599
9/24/2017,0.49,0.427722242056408
9/25/2017,0.4,0.349161013923599
9/26/2017,0.48,0.418993216708318
9/27/2017,0.57,0.497554444841128
9/28/2017,0.32,0.279328811138879
9/29/2017,0.5,0.436451267404498
9/30/2017,0.45,0.392806140664049
10/1/2017,0.38,0.331702963227419
10/2/2017,0.52,0.453909318100678
10/3/2017,0.49,0.427722242056408
10/4/2017,0.57,0.497554444841128
10/5/2017,0.66,0.576115672973938
10/6/2017,0.6,0.523741520885398
10/7/2017,0.58,0.506283470189218
10/8/2017,0.58,0.506283470189218
10/9/2017,1.35,1.17841842199215
10/10/2017,2.02,1.76326312031417
10/11/2017,0.64,0.558657622277758
10/12/2017,0.57,0.497554444841128
10/13/2017,0.5,0.436451267404498
10/14/2017,0.48,0.418993216708318
10/15/2017,0.46,0.401535166012139
10/16/2017,0.43,0.375348089967869
10/17/2017,0.55,0.480096394144948
10/18/2017,0.62,0.541199571581578
10/19/2017,0.57,0.497554444841128
10/20/2017,0.58,0.506283470189218
10/21/2017,0.87,0.759425205283827
10/22/2017,0.79,0.689593002499107
10/23/2017,1.08,0.942734737593717
10/24/2017,1.26,1.09985719385934
10/25/2017,1.59,1.3879150303463
10/26/2017,1.22,1.06494109246698
10/27/2017,1.03,0.899089610853267
10/28/2017,1.55,1.35299892895395
10/29/2017,1.08,0.942734737593717
10/30/2017,0.77,0.672134951802928
10/31/2017,0.84,0.733238129239557
11/1/2017,0.48,0.418993216708318
11/2/2017,0.44,0.384077115315959
11/3/2017,0.56,0.488825419493038
11/4/2017,0.76,0.663405926454838
11/5/2017,0.69,0.602302749018208
11/6/2017,0.75,0.654676901106748
11/7/2017,0.82,0.715780078543377
11/8/2017,0.86,0.750696179935737
11/9/2017,0.97,0.846715458764727
11/10/2017,0.9,0.785612281328097
11/11/2017,0.99,0.864173509460907
11/12/2017,0.86,0.750696179935737
11/13/2017,0.74,0.645947875758658
11/14/2017,0.91,0.794341306676187
11/15/2017,0.93,0.811799357372367
11/16/2017,0.95,0.829257408068547
11/17/2017,0.89,0.776883255980007
11/18/2017,0.71,0.619760799714388
11/19/2017,0.92,0.803070332024277
11/20/2017,0.91,0.794341306676187
11/21/2017,0.89,0.776883255980007
11/22/2017,0.85,0.741967154587647
11/23/2017,0.98,0.855444484112817
11/24/2017,0.95,0.829257408068547
11/25/2017,0.94,0.820528382720457
11/26/2017,0.9,0.785612281328097
11/27/2017,0.92,0.803070332024277
11/28/2017,0.93,0.811799357372367
11/29/2017,0.77,0.672134951802928
11/30/2017,0.97,0.846715458764727
12/1/2017,0.65,0.567386647625848
12/2/2017,0.62,0.541199571581578
12/3/2017,0.86,0.750696179935737
12/4/2017,0.86,0.750696179935737
12/5/2017,0.7,0.611031774366298
12/6/2017,0.89,0.776883255980007
12/7/2017,1.27,1.10858621920743
12/8/2017,1.05,0.916547661549447
12/9/2017,1.1,0.960192788289897
12/10/2017,1.06,0.925276686897537
12/11/2017,0.78,0.680863977151018
12/12/2017,0.57,0.497554444841128
12/13/2017,0.79,0.689593002499107
12/14/2017,0.94,0.820528382720457
12/15/2017,0.96,0.837986433416637
12/16/2017,0.8,0.698322027847197
12/17/2017,0.89,0.776883255980007
12/18/2017,0.89,0.776883255980007
12/19/2017,0.97,0.846715458764727
12/20/2017,1,0.872902534808997
12/21/2017,0.95,0.829257408068547
12/22/2017,0.95,0.829257408068547
12/23/2017,0.9,0.785612281328097
12/24/2017,0.69,0.602302749018208
12/25/2017,0.71,0.619760799714388
12/26/2017,0.81,0.707051053195287
12/27/2017,0.91,0.794341306676187
12/28/2017,0.96,0.837986433416637
12/29/2017,1.13,0.986379864334166
12/30/2017,1.06,0.925276686897537
12/31/2017,1.02,0.890360585505177
1/1/2018,1.04,0.907818636201357
1/2/2018,1,0.872902534808997
1/3/2018,1.09,0.951463762941807
1/4/2018,0.96,0.837986433416637
1/5/2018,1.04,0.907818636201357
1/6/2018,0.98,0.855444484112817
1/7/2018,0.99,0.864173509460907
1/8/2018,0.93,0.811799357372367
1/9/2018,0.96,0.837986433416637
1/10/2018,0.89,0.776883255980007
1/11/2018,0.96,0.837986433416637
1/12/2018,1.35,1.17841842199215
1/13/2018,0.93,0.811799357372367
1/14/2018,1.29,1.12604426990361
1/15/2018,0.89,0.776883255980007
1/16/2018,0.92,0.803070332024277
1/17/2018,0.92,0.803070332024277
1/18/2018,1.01,0.881631560157087
1/19/2018,1.21,1.05621206711889
1/20/2018,1.16,1.01256694037844
1/21/2018,1.14,0.995108889682256
1/22/2018,1.14,0.995108889682256
1/23/2018,1.24,1.08239914316316
1/24/2018,1.19,1.03875401642271
1/25/2018,1.06,0.925276686897537
1/26/2018,0.94,0.820528382720457
1/27/2018,1.04,0.907818636201357
1/28/2018,0.89,0.776883255980007
1/29/2018,1.05,0.916547661549447
1/30/2018,0.99,0.864173509460907
1/31/2018,1.06,0.925276686897537
2/1/2018,1.08,0.942734737593717
2/2/2018,1.44,1.25697965012496
2/3/2018,1.04,0.907818636201357
2/4/2018,0.93,0.811799357372367
2/5/2018,0.95,0.829257408068547
2/6/2018,0.89,0.776883255980007
2/7/2018,0.94,0.820528382720457
2/8/2018,1.1,0.960192788289897
2/9/2018,1.01,0.881631560157087
2/10/2018,0.99,0.864173509460907
2/11/2018,0.88,0.768154230631917
2/12/2018,0.98,0.855444484112817
2/13/2018,1.01,0.881631560157087
2/14/2018,0.96,0.837986433416637
2/15/2018,0.96,0.837986433416637
2/16/2018,0.98,0.855444484112817
2/17/2018,1.03,0.899089610853267
2/18/2018,0.95,0.829257408068547
2/19/2018,1.05,0.916547661549447
2/20/2018,1.09,0.951463762941807
2/21/2018,0.98,0.855444484112817
2/22/2018,0.95,0.829257408068547
2/23/2018,0.94,0.820528382720457
2/24/2018,0.96,0.837986433416637
2/25/2018,0.92,0.803070332024277
2/26/2018,1.01,0.881631560157087
2/27/2018,0.94,0.820528382720457
2/28/2018,1.04,0.907818636201357
3/1/2018,0.95,0.829257408068547
3/2/2018,0.98,0.855444484112817
3/3/2018,1,0.872902534808997
3/4/2018,1.02,0.890360585505177
3/5/2018,1.02,0.890360585505177
3/6/2018,0.96,0.837986433416637
3/7/2018,0.98,0.855444484112817
3/8/2018,1.08,0.942734737593717
3/9/2018,1.09,0.951463762941807
3/10/2018,1.05,0.916547661549447
3/11/2018,1.03,0.899089610853267
3/12/2018,1.05,0.916547661549447
3/13/2018,1.14,0.995108889682256
3/14/2018,1.15,1.00383791503035
3/15/2018,1.15,1.00383791503035
3/16/2018,1.03,0.899089610853267
3/17/2018,1.02,0.890360585505177
3/18/2018,1.09,0.951463762941807
3/19/2018,0.97,0.846715458764727
3/20/2018,1.49,1.30062477686541
3/21/2018,1.55,1.35299892895395
3/22/2018,1.83,1.59741163870046
3/23/2018,1.23,1.07367011781507
3/24/2018,0.82,0.715780078543377
3/25/2018,1.05,0.916547661549447
3/26/2018,0.67,0.584844698322028
3/27/2018,0.78,0.680863977151018
3/28/2018,1.01,0.881631560157087
3/29/2018,1.2,1.0474830417708
3/30/2018,1.05,0.916547661549447
3/31/2018,1.05,0.916547661549447
4/1/2018,0.86,0.750696179935737
4/2/2018,1,0.872902534808997
4/3/2018,1.15,1.00383791503035
4/4/2018,0.89,0.776883255980007
4/5/2018,1.22,1.06494109246698
4/6/2018,1.03,0.899089610853267
4/7/2018,0.78,0.680863977151018
4/8/2018,0.66,0.576115672973938
4/9/2018,0.7,0.611031774366298
4/10/2018,0.88,0.768154230631917
4/11/2018,1,0.872902534808997
4/12/2018,0.9,0.785612281328097
4/13/2018,0.98,0.855444484112817
4/14/2018,0.96,0.837986433416637
4/15/2018,0.67,0.584844698322028
4/16/2018,0.69,0.602302749018208
4/17/2018,0.87,0.759425205283827
4/18/2018,0.96,0.837986433416637
4/19/2018,0.91,0.794341306676187
4/20/2018,0.85,0.741967154587647
4/21/2018,0.9,0.785612281328097
4/22/2018,0.78,0.680863977151018
4/23/2018,0.8,0.698322027847197
4/24/2018,0.82,0.715780078543377
4/25/2018,0.98,0.855444484112817
4/26/2018,0.85,0.741967154587647
4/27/2018,1.16,1.01256694037844
4/28/2018,0.91,0.794341306676187
4/29/2018,0.69,0.602302749018208
4/30/2018,1.14,0.995108889682256
5/1/2018,0.59,0.515012495537308
5/2/2018,0.9,0.785612281328097
5/3/2018,0.88,0.768154230631917
5/4/2018,1.16,1.01256694037844
5/5/2018,0.72,0.628489825062478
5/6/2018,0.73,0.637218850410568
5/7/2018,0.91,0.794341306676187
5/8/2018,0.8,0.698322027847197
5/9/2018,0.69,0.602302749018208
5/10/2018,0.81,0.707051053195287
5/11/2018,0.89,0.776883255980007
5/12/2018,0.88,0.768154230631917
5/13/2018,0.86,0.750696179935737
5/14/2018,0.87,0.759425205283827
5/15/2018,0.7,0.611031774366298
5/16/2018,0.82,0.715780078543377
5/17/2018,0.9,0.785612281328097
5/18/2018,1.1,0.960192788289897
5/19/2018,0.98,0.855444484112817
5/20/2018,0.79,0.689593002499107
5/21/2018,0.8,0.698322027847197
5/22/2018,1.06,0.925276686897537
5/23/2018,0.93,0.811799357372367
5/24/2018,0.92,0.803070332024277
5/25/2018,0.95,0.829257408068547
5/26/2018,1.12,0.977650838986076
5/27/2018,1.02,0.890360585505177
5/28/2018,1.19,1.03875401642271
5/29/2018,1.18,1.03002499107462
5/30/2018,1.01,0.881631560157087
5/31/2018,1.03,0.899089610853267
6/1/2018,0.99,0.864173509460907
6/2/2018,1.06,0.925276686897537
6/3/2018,1.01,0.881631560157087
6/4/2018,0.96,0.837986433416637
6/5/2018,0.94,0.820528382720457
6/6/2018,1.04,0.907818636201357
6/7/2018,1,0.872902534808997
6/8/2018,0.91,0.794341306676187
6/9/2018,0.96,0.837986433416637
6/10/2018,0.92,0.803070332024277
6/11/2018,0.99,0.864173509460907
6/12/2018,0.99,0.864173509460907
6/13/2018,0.95,0.829257408068547
6/14/2018,1.02,0.890360585505177
6/15/2018,1.01,0.881631560157087
6/16/2018,1.09,0.951463762941807
6/17/2018,1.06,0.925276686897537
6/18/2018,1.15,1.00383791503035
6/19/2018,1.06,0.925276686897537
6/20/2018,1.06,0.925276686897537
6/21/2018,1.02,0.890360585505177
6/22/2018,1.02,0.890360585505177
6/23/2018,1.03,0.899089610853267
6/24/2018,0.98,0.855444484112817
6/25/2018,1.01,0.881631560157087
6/26/2018,0.93,0.811799357372367
6/27/2018,1.02,0.890360585505177
6/28/2018,0.99,0.864173509460907
6/29/2018,0.99,0.864173509460907
6/30/2018,1,0.872902534808997
7/1/2018,0.89,0.776883255980007
7/2/2018,0.88,0.768154230631917
7/3/2018,0.87,0.759425205283827
7/4/2018,0.79,0.689593002499107
7/5/2018,0.82,0.715780078543377
7/6/2018,0.86,0.750696179935737
7/7/2018,0.76,0.663405926454838
7/8/2018,0.89,0.776883255980007
7/9/2018,0.88,0.768154230631917
7/10/2018,0.87,0.759425205283827
7/11/2018,0.9,0.785612281328097
7/12/2018,0.75,0.654676901106748
7/13/2018,0.78,0.680863977151018
7/14/2018,0.75,0.654676901106748
7/15/2018,0.71,0.619760799714388
7/16/2018,0.8,0.698322027847197
7/17/2018,0.82,0.715780078543377
7/18/2018,0.8,0.698322027847197
7/19/2018,0.86,0.750696179935737
7/20/2018,0.83,0.724509103891467
7/21/2018,0.83,0.724509103891467
7/22/2018,0.85,0.741967154587647
7/23/2018,0.87,0.759425205283827
7/24/2018,0.92,0.803070332024277
7/25/2018,0.94,0.820528382720457
7/26/2018,0.83,0.724509103891467
7/27/2018,0.76,0.663405926454838
7/28/2018,0.77,0.672134951802928
7/29/2018,0.79,0.689593002499107
7/30/2018,0.97,0.846715458764727
7/31/2018,0.75,0.654676901106748
8/1/2018,0.83,0.724509103891467
8/2/2018,0.83,0.724509103891467
8/3/2018,0.9,0.785612281328097
8/4/2018,0.9,0.785612281328097
8/5/2018,0.83,0.724509103891467
8/6/2018,0.78,0.680863977151018
8/7/2018,0.81,0.707051053195287
8/8/2018,0.87,0.759425205283827
8/9/2018,0.83,0.724509103891467
8/10/2018,0.79,0.689593002499107
8/11/2018,0.78,0.680863977151018
8/12/2018,0.77,0.672134951802928
8/13/2018,0.8,0.698322027847197
8/14/2018,0.89,0.776883255980007
8/15/2018,0.85,0.741967154587647
8/16/2018,0.68,0.593573723670118
8/17/2018,0.67,0.584844698322028
8/18/2018,0.73,0.637218850410568
8/19/2018,0.69,0.602302749018208
8/20/2018,0.74,0.645947875758658
8/21/2018,0.77,0.672134951802928
8/22/2018,0.78,0.680863977151018
8/23/2018,0.9,0.785612281328097
8/24/2018,0.82,0.715780078543377
8/25/2018,0.92,0.803070332024277
8/26/2018,0.93,0.811799357372367
8/27/2018,0.86,0.750696179935737
8/28/2018,0.81,0.707051053195287
8/29/2018,0.87,0.759425205283827
8/30/2018,0.79,0.689593002499107
8/31/2018,0.83,0.724509103891467
9/1/2018,0.8,0.698322027847197
9/2/2018,0.76,0.663405926454838
9/3/2018,0.87,0.759425205283827
9/4/2018,0.91,0.794341306676187
9/5/2018,0.85,0.741967154587647
9/6/2018,0.8,0.698322027847197
9/7/2018,0.79,0.689593002499107
9/8/2018,0.75,0.654676901106748
9/9/2018,0.82,0.715780078543377
9/10/2018,0.96,0.837986433416637
9/11/2018,0.95,0.829257408068547
9/12/2018,0.96,0.837986433416637
9/13/2018,0.99,0.864173509460907
9/14/2018,0.98,0.855444484112817
9/15/2018,0.95,0.829257408068547
9/16/2018,0.96,0.837986433416637
9/17/2018,0.83,0.724509103891467
9/18/2018,0.76,0.663405926454838
9/19/2018,0.76,0.663405926454838
9/20/2018,0.89,0.776883255980007
9/21/2018,0.8,0.698322027847197
9/22/2018,0.83,0.724509103891467
9/23/2018,0.85,0.741967154587647
9/24/2018,0.93,0.811799357372367
9/25/2018,0.99,0.864173509460907
9/26/2018,0.87,0.759425205283827
9/27/2018,0.94,0.820528382720457
9/28/2018,0.8,0.698322027847197
9/29/2018,0.79,0.689593002499107
9/30/2018,0.81,0.707051053195287
10/1/2018,0.87,0.759425205283827
10/2/2018,0.74,0.645947875758658
10/3/2018,0.76,0.663405926454838
10/4/2018,0.8,0.698322027847197
10/5/2018,0.78,0.680863977151018
10/6/2018,0.78,0.680863977151018
10/7/2018,0.74,0.645947875758658
10/8/2018,0.79,0.689593002499107
10/9/2018,0.85,0.741967154587647
10/10/2018,0.81,0.707051053195287
10/11/2018,0.99,0.864173509460907
10/12/2018,0.93,0.811799357372367
10/13/2018,0.9,0.785612281328097
10/14/2018,0.8,0.698322027847197
10/15/2018,0.88,0.768154230631917
10/16/2018,0.74,0.645947875758658
10/17/2018,0.75,0.654676901106748
10/18/2018,0.82,0.715780078543377
10/19/2018,0.74,0.645947875758658
10/20/2018,0.75,0.654676901106748
10/21/2018,0.74,0.645947875758658
10/22/2018,1.04,0.907818636201357
10/23/2018,1.16,1.01256694037844
10/24/2018,1.01,0.881631560157087
10/25/2018,1.02,0.890360585505177
10/26/2018,1.01,0.881631560157087
10/27/2018,1.03,0.899089610853267
10/28/2018,0.97,0.846715458764727
10/29/2018,1.12,0.977650838986076
10/30/2018,1.19,1.03875401642271
10/31/2018,1.06,0.925276686897537
11/1/2018,0.95,0.829257408068547
11/2/2018,0.96,0.837986433416637
11/3/2018,1.1,0.960192788289897
11/4/2018,0.82,0.715780078543377
11/5/2018,1.03,0.899089610853267
11/6/2018,1.12,0.977650838986076
11/7/2018,1.04,0.907818636201357
11/8/2018,0.99,0.864173509460907
11/9/2018,0.99,0.864173509460907
11/10/2018,1.05,0.916547661549447
11/11/2018,1.11,0.968921813637987
11/12/2018,1.38,1.20460549803642
11/13/2018,1.46,1.27443770082114
11/14/2018,1.57,1.37045697965013
11/15/2018,1.43,1.24825062477687
11/16/2018,1.05,0.916547661549447
11/17/2018,1.02,0.890360585505177
11/18/2018,1.01,0.881631560157087
11/19/2018,1.1,0.960192788289897
11/20/2018,1.09,0.951463762941807
11/21/2018,1.02,0.890360585505177
11/22/2018,1.03,0.899089610853267
11/23/2018,1.11,0.968921813637987
11/24/2018,1.04,0.907818636201357
11/25/2018,0.85,0.741967154587647
11/26/2018,0.83,0.724509103891467
11/27/2018,0.84,0.733238129239557
11/28/2018,0.89,0.776883255980007
11/29/2018,0.93,0.811799357372367
11/30/2018,0.89,0.776883255980007
12/1/2018,0.97,0.846715458764727
12/2/2018,0.79,0.689593002499107
12/3/2018,0.8,0.698322027847197
12/4/2018,0.89,0.776883255980007
12/5/2018,0.87,0.759425205283827
12/6/2018,0.9,0.785612281328097
12/7/2018,0.93,0.811799357372367
12/8/2018,0.78,0.680863977151018
12/9/2018,0.75,0.654676901106748
12/10/2018,1.04,0.907818636201357
12/11/2018,1.08,0.942734737593717
12/12/2018,1.05,0.916547661549447
12/13/2018,1.03,0.899089610853267
12/14/2018,0.97,0.846715458764727
12/15/2018,0.96,0.837986433416637
12/16/2018,0.98,0.855444484112817
12/17/2018,1.29,1.12604426990361
12/18/2018,1.72,1.50139235987147
12/19/2018,1.11,0.968921813637987
12/20/2018,0.83,0.724509103891467
12/21/2018,0.99,0.864173509460907
12/22/2018,0.91,0.794341306676187
12/23/2018,0.82,0.715780078543377
12/24/2018,0.85,0.741967154587647
12/25/2018,0.93,0.811799357372367
12/26/2018,1.01,0.881631560157087
12/27/2018,0.9,0.785612281328097
12/28/2018,0.91,0.794341306676187
12/29/2018,0.89,0.776883255980007
12/30/2018,0.85,0.741967154587647
12/31/2018,1.02,0.890360585505177
1/1/2019,0.98,0.855444484112817
1/2/2019,1.06,0.925276686897537
1/3/2019,1.01,0.881631560157087
1/4/2019,1.09,0.951463762941807
1/5/2019,1.03,0.899089610853267
1/6/2019,0.89,0.776883255980007
1/7/2019,1.05,0.916547661549447
1/8/2019,1.06,0.925276686897537
1/9/2019,1.05,0.916547661549447
1/10/2019,0.94,0.820528382720457
1/11/2019,1.01,0.881631560157087
1/12/2019,1.04,0.907818636201357
1/13/2019,0.93,0.811799357372367
1/14/2019,1.02,0.890360585505177
1/15/2019,0.85,0.741967154587647
